id,email_subject,email_content,sender,sender_domain,has_link,has_attachment,urgency_level,suspicious_keywords,phishing_type,risk_label,explanation,source_url,source_type
T0110,New authentication required - 重新驗證通知 14,A new security policy requires mobile verification. Scan the displayed code before access expires. This sample describes the tactic without a live code. Scenario variation 14: this case is framed for mobile browser and mentions action within 24 hours. It is designed for mobile scanning and may bypass desktop mail security cues.,Mailbox Verification,qr-verify.example.invalid,true,false,high,QR code;scan;authentication;verify;掃描;重新驗證,qr_phishing,phishing,將惡意連結藏在 QR code 中，繞過一般使用者對網址的檢查。,https://cofense.com/knowledge-center-hub/email-security-resources/stop-qr-code-phishing-attacks,security_vendor
T0111,Final notice to claim your reward - 重新驗證通知 14,"A reward has been reserved under your email address. Submit personal information today to avoid forfeiting the benefit. This message is paraphrased from public scam guidance. Scenario variation 14: this case is framed for mobile browser and mentions action within 24 hours. It may request gift cards, payment app transfers, or bank information in later steps.",Customer Bonus Team,bonus-gift.example.invalid,true,false,high,winner;claim;processing fee;gift card;中獎;手續費,fake_prize,phishing,以中獎或獎勵為誘因，要求先支付手續費或提供個人與金融資料。,https://consumer.ftc.gov/consumer-alerts/2023/07/ftc-wont-demand-money-threaten-you-or-promise-you-prize,government
T0112,Security notice: review recent account activity - 資訊通知 10,"This is a confirmation that your password was changed. If you did not make this change, visit the official app or type the official website address directly. This message does not request your password. Scenario variation 10: this case is framed for business mailbox and mentions action this week. The safer path is to open the official app or manually type the official website address.",Account Security,account.example.com,false,false,low,official app;no password request;confirmation;官方 App;不要求回覆,legitimate_security_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://support.microsoft.com/en-US/security/a-phish-story,official_security_education
T0113,New authentication required - Verification window open 10,Your account requires re-authentication. Scan the QR code in the message to continue using the service. The QR image is not included in this safe text dataset. Scenario variation 10: this case is framed for business mailbox and mentions action this week. The message moves the risky destination into a QR code so the user cannot easily inspect the URL.,Authentication Notice,auth-update.example.invalid,true,false,medium,QR code;scan;authentication;verify;掃描;重新驗證,qr_phishing,phishing,將惡意連結藏在 QR code 中，繞過一般使用者對網址的檢查。,https://cofense.com/knowledge-center-hub/email-security-resources/stop-qr-code-phishing-attacks,security_vendor
T0114,Delivery scheduled for tomorrow - No action required 14,"Delivery is scheduled for tomorrow. If you need to change the time, sign in through the official website you normally use. Scenario variation 14: this case is framed for mobile browser and mentions action within 24 hours. The safer path is to open the official app or manually type the official website address.",Customer Service,service.example-shop.com,false,false,low,order shipped;official app;no extra fee;訂單;不要求付款,legitimate_delivery_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://consumer.ftc.gov/consumer-alerts/2023/12/fake-shipping-notification-emails-and-text-messages-what-you-need-know-holiday-season,government
T0115,Delivery scheduled for tomorrow - 無需回覆 11,"Delivery is scheduled for tomorrow. If you need to change the time, sign in through the official website you normally use. Scenario variation 11: this case is framed for 個人信箱 and mentions action 於今日內. 此通知沒有要求輸入帳密、付款、下載附件或掃描 QR Code。",Customer Service,service.example-shop.com,false,false,low,order shipped;official app;no extra fee;訂單;不要求付款,legitimate_delivery_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://consumer.ftc.gov/consumer-alerts/2023/12/fake-shipping-notification-emails-and-text-messages-what-you-need-know-holiday-season,government
T0116,Security notice: review recent account activity - Reference only 01,"This is a confirmation that your password was changed. If you did not make this change, visit the official app or type the official website address directly. This message does not request your password. Scenario variation 1: this case is framed for email and mentions action within 2 hours. The notice does not ask the recipient to reply with credentials, pay fees, download files, or scan a QR code.",Account Security,account.example.com,false,false,low,official app;no password request;confirmation;官方 App;不要求回覆,legitimate_security_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://www.microsoft.com/en-us/security/business/security-101/what-is-phishing-email,security_vendor
T0117,Email service maintenance window - No action required 08,A maintenance window is planned for the learning platform. Please save work before the window begins. This notice contains no login request. Scenario variation 8: this case is framed for mobile browser and mentions action within 24 hours. 若使用者仍不確定，應透過既有官方管道查證，而不是使用信件中的捷徑。,System Notification,system.example.edu,false,false,low,maintenance;no action required;no login request;維護;不要求登入,legitimate_it_maintenance,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://its.fcu.edu.tw/en/infosec/phishing-20241219,taiwan_education
T0118,Scan QR code to restore account access - 限時處理 13,Your account requires re-authentication. Scan the QR code in the message to continue using the service. The QR image is not included in this safe text dataset. Scenario variation 13: this case is framed for email and mentions action within 2 hours. The message moves the risky destination into a QR code so the user cannot easily inspect the URL.,Authentication Notice,auth-update.example.invalid,true,false,medium,QR code;scan;authentication;verify;掃描;重新驗證,qr_phishing,phishing,將惡意連結藏在 QR code 中，繞過一般使用者對網址的檢查。,https://openphish.com/phishing_activity.html,threat_intel
T0119,Your password was changed successfully - No action required 14,We noticed a new sign-in and recommend reviewing activity from the official account settings page. No link or attachment is required in this training example. Scenario variation 14: this case is framed for mobile browser and mentions action within 24 hours. The safer path is to open the official app or manually type the official website address.,IT Service Desk,it.example.edu,false,false,low,official app;no password request;confirmation;官方 App;不要求回覆,legitimate_security_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://support.microsoft.com/en-US/security/a-phish-story,official_security_education
T0120,"Congratulations, your prize is waiting - 限時處理 13","You have been selected to receive a prize. To release it, complete the claim form and pay a small processing fee. Training sample only; no real claim link is included. Scenario variation 13: this case is framed for email and mentions action within 2 hours. The message says a reward is reserved but asks for personal details or a fee before release.",Prize Claim Office,reward-center.example.invalid,true,false,medium,winner;claim;processing fee;gift card;中獎;手續費,fake_prize,phishing,以中獎或獎勵為誘因，要求先支付手續費或提供個人與金融資料。,https://consumer.ftc.gov/articles/fake-prize-sweepstakes-and-lottery-scams,government
T0121,Scheduled maintenance notice - Reference only 01,"Email services will undergo scheduled maintenance on Friday from 22:00 to 23:00. No user action is required. Scenario variation 1: this case is framed for email and mentions action within 2 hours. The notice does not ask the recipient to reply with credentials, pay fees, download files, or scan a QR code.",IT Service Desk,it.example.edu,false,false,low,maintenance;no action required;no login request;維護;不要求登入,legitimate_it_maintenance,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://cc.nkust.edu.tw/p/404-1025-99907.php,taiwan_education
T0122,New authentication required - 限時處理 06,您的信箱需要重新驗證，請掃描信件中的 QR Code 完成登入。此為教學用安全改寫案例。 Scenario variation 6: this case is framed for 校園信箱 and mentions action 於本週內. 信件要求掃描 QR Code 重新驗證，降低使用者檢查網址的機會。,身分驗證通知,qr-auth.example.invalid,true,false,high,QR code;scan;authentication;verify;掃描;重新驗證,qr_phishing,phishing,將惡意連結藏在 QR code 中，繞過一般使用者對網址的檢查。,https://cofense.com/knowledge-center-hub/email-security-resources/stop-qr-code-phishing-attacks,security_vendor
T0123,Action required: your account will be locked - Case review needed 01,"We detected a sign-in attempt from a new device. To prevent account suspension, review the activity within 24 hours using the secure verification page. This is a sanitized training sample; the original link has been removed. Scenario variation 1: this case is framed for email and mentions action within 2 hours. The message claims access will be limited unless the recipient confirms identity through a removed verification button.",Account Security Center,secure-mail.example.invalid,true,false,medium,account locked;verify;unusual sign-in;suspension;立即驗證;帳號停用,account_lock,phishing,利用帳號停用、異常登入或安全驗證製造壓力，誘導使用者交出帳密或驗證碼。,https://www.microsoft.com/en-us/security/business/security-101/what-is-phishing-email,security_vendor
T0124,Scan QR code to restore account access - Case review needed 01,Your account requires re-authentication. Scan the QR code in the message to continue using the service. The QR image is not included in this safe text dataset. Scenario variation 1: this case is framed for email and mentions action within 2 hours. The message moves the risky destination into a QR code so the user cannot easily inspect the URL.,Authentication Notice,auth-update.example.invalid,true,false,medium,QR code;scan;authentication;verify;掃描;重新驗證,qr_phishing,phishing,將惡意連結藏在 QR code 中，繞過一般使用者對網址的檢查。,https://openphish.com/phishing_activity.html,threat_intel
T0125,Payment confirmation required for overdue invoice - 重新驗證通知 14,An updated billing statement is available. Open the attached document to prevent payment delays. This is a sanitized case with the attachment removed. Scenario variation 14: this case is framed for mobile browser and mentions action within 24 hours. It asks the recipient to open a file instead of viewing the invoice from a known vendor portal.,Vendor Payments,vendor-pay.example.invalid,false,true,high,invoice;attached;payment;overdue;附件;付款文件,invoice_attachment,phishing,用發票、帳單或付款文件誘導開啟附件，可能導致憑證竊取或惡意程式感染。,https://blogs.cisco.com/security/talos/hook-line-sinker,security_vendor
T0126,Invoice attached for immediate review - 限時處理 13,"Please review the attached invoice and confirm payment status before the end of the business day. The original attachment pattern is represented here without including any file. Scenario variation 13: this case is framed for email and mentions action within 2 hours. The message uses business pressure by referencing an invoice number, late payment, or revised statement.",Billing Department,billing-docs.example.invalid,false,true,medium,invoice;attached;payment;overdue;附件;付款文件,invoice_attachment,phishing,用發票、帳單或付款文件誘導開啟附件，可能導致憑證竊取或惡意程式感染。,https://www.fortinet.com/blog/threat-research/spoofed-invoice-drops-iced-id,security_vendor
T0127,最後提醒：您的包裹將退回寄件人 - 請立即確認 12,您的包裹因地址資訊不完整暫停配送，請盡快更新收件資料並確認服務費。此案例為教學用改寫內容。 Scenario variation 12: this case is framed for 校園信箱 and mentions action 於本週內. 內容以包裹退回、地址錯誤或補繳小額費用製造急迫感。,物流通知中心,shipping-notice.example.invalid,true,false,high,missed delivery;redelivery;small fee;shipping address;包裹;補繳運費,fake_delivery,phishing,假冒物流或配送通知，要求更新地址、重新配送或支付小額費用。,https://www.thb.gov.tw/news_content_table.aspx?n=7839&s=259930&sms=13275,taiwan_government
T0128,Updated billing document available - Security update required 11,An updated billing statement is available. Open the attached document to prevent payment delays. This is a sanitized case with the attachment removed. Scenario variation 11: this case is framed for 個人信箱 and mentions action 於今日內. It asks the recipient to open a file instead of viewing the invoice from a known vendor portal.,Vendor Payments,vendor-pay.example.invalid,false,true,high,invoice;attached;payment;overdue;附件;付款文件,invoice_attachment,phishing,用發票、帳單或付款文件誘導開啟附件，可能導致憑證竊取或惡意程式感染。,https://blogs.cisco.com/security/talos/hook-line-sinker,security_vendor
T0129,Package on hold pending address confirmation - 限時處理 06,您的包裹因地址資訊不完整暫停配送，請盡快更新收件資料並確認服務費。此案例為教學用改寫內容。 Scenario variation 6: this case is framed for 校園信箱 and mentions action 於本週內. 內容以包裹退回、地址錯誤或補繳小額費用製造急迫感。,物流通知中心,shipping-notice.example.invalid,true,false,high,missed delivery;redelivery;small fee;shipping address;包裹;補繳運費,fake_delivery,phishing,假冒物流或配送通知，要求更新地址、重新配送或支付小額費用。,https://www.thb.gov.tw/news_content_table.aspx?n=7839&s=259930&sms=13275,taiwan_government
T0130,文件簽署通知：請開啟安全文件 - 請立即確認 12,您有一份待簽署文件，請於期限內開啟安全文件入口完成確認。此案例不包含真實文件或連結。 Scenario variation 12: this case is framed for 校園信箱 and mentions action 於本週內. 內容假借合約、簽署或共享文件，誘導開啟偽造入口。,文件簽署系統,sign-doc.example.invalid,true,true,high,document;signature;secure portal;expires;簽署;安全文件,document_signing,phishing,假冒文件簽署或共享文件通知，誘導登入偽造文件入口。,https://www.docusign.com/sites/default/files/protecting_your_organization_against_docusign_brand_impersonation_whitepaper.pdf,official_security_education
T0131,You have been selected for a customer bonus - Security update required 11,"A reward has been reserved under your email address. Submit personal information today to avoid forfeiting the benefit. This message is paraphrased from public scam guidance. Scenario variation 11: this case is framed for 個人信箱 and mentions action 於今日內. It may request gift cards, payment app transfers, or bank information in later steps.",Customer Bonus Team,bonus-gift.example.invalid,true,false,high,winner;claim;processing fee;gift card;中獎;手續費,fake_prize,phishing,以中獎或獎勵為誘因，要求先支付手續費或提供個人與金融資料。,https://consumer.ftc.gov/consumer-alerts/2023/07/ftc-wont-demand-money-threaten-you-or-promise-you-prize,government
T0132,中獎通知：請完成領獎資料確認 - Security update required 04,"You have been selected to receive a prize. To release it, complete the claim form and pay a small processing fee. Training sample only; no real claim link is included. Scenario variation 4: this case is framed for business mailbox and mentions action this week. The message says a reward is reserved but asks for personal details or a fee before release.",Prize Claim Office,reward-center.example.invalid,true,false,medium,winner;claim;processing fee;gift card;中獎;手續費,fake_prize,phishing,以中獎或獎勵為誘因，要求先支付手續費或提供個人與金融資料。,https://consumer.ftc.gov/articles/fake-prize-sweepstakes-and-lottery-scams,government
T0133,Security alert: unusual sign-in detected - Final reminder 02,"Your mailbox has exceeded the allowed storage limit. Messages may stop arriving unless you confirm your account ownership today. This demo email intentionally removes all active links. Scenario variation 2: this case is framed for mobile browser and mentions action within 24 hours. It references a new device, a different city, or mailbox storage pressure to create uncertainty.",Mail Administrator,mail-quota.example.invalid,true,false,high,account locked;verify;unusual sign-in;suspension;立即驗證;帳號停用,account_lock,phishing,利用帳號停用、異常登入或安全驗證製造壓力，誘導使用者交出帳密或驗證碼。,https://support.microsoft.com/en-US/security/a-phish-story,official_security_education
T0134,Your password was changed successfully - No action required 02,We noticed a new sign-in and recommend reviewing activity from the official account settings page. No link or attachment is required in this training example. Scenario variation 2: this case is framed for mobile browser and mentions action within 24 hours. The safer path is to open the official app or manually type the official website address.,IT Service Desk,it.example.edu,false,false,low,official app;no password request;confirmation;官方 App;不要求回覆,legitimate_security_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://support.microsoft.com/en-US/security/a-phish-story,official_security_education
T0135,發票與付款文件待確認 - 請立即確認 12,請確認附件中的付款文件，逾期可能影響帳務流程。此範例不包含真實附件。 Scenario variation 12: this case is framed for 校園信箱 and mentions action 於本週內. 信件利用財務流程與附件文件降低收件人的警覺。,財務文件通知,invoice-center.example.invalid,false,true,high,invoice;attached;payment;overdue;附件;付款文件,invoice_attachment,phishing,用發票、帳單或付款文件誘導開啟附件，可能導致憑證竊取或惡意程式感染。,https://www.docusign.com/sites/default/files/protecting_your_organization_against_docusign_brand_impersonation_whitepaper.pdf,official_security_education
T0136,Secure document shared with you - 重新驗證通知 14,You received a protected agreement. The message urges review through a button that is removed in this dataset. Scenario variation 14: this case is framed for mobile browser and mentions action within 24 hours. It creates curiosity by claiming the agreement is confidential or time-sensitive.,Secure Agreement,agreement-flow.example.invalid,true,true,high,document;signature;secure portal;expires;簽署;安全文件,document_signing,phishing,假冒文件簽署或共享文件通知，誘導登入偽造文件入口。,https://www.docusign.com/sites/default/files/protecting_your_organization_against_docusign_brand_impersonation_whitepaper.pdf,official_security_education
T0137,物流通知：包裹配送失敗需補件 - 重新驗證通知 07,"A delivery attempt could not be completed because the shipping address requires confirmation. Please update the delivery preference before the package is returned. Safe sample: link removed. Scenario variation 7: this case is framed for email and mentions action within 2 hours. The lure mentions redelivery, address correction, a customs-like handling fee, or a package being returned.",Delivery Notification Center,delivery-update.example.invalid,true,false,medium,missed delivery;redelivery;small fee;shipping address;包裹;補繳運費,fake_delivery,phishing,假冒物流或配送通知，要求更新地址、重新配送或支付小額費用。,https://consumer.ftc.gov/consumer-alerts/2023/12/fake-shipping-notification-emails-and-text-messages-what-you-need-know-holiday-season,government
T0138,Delivery scheduled for tomorrow - No action required 02,"Delivery is scheduled for tomorrow. If you need to change the time, sign in through the official website you normally use. Scenario variation 2: this case is framed for mobile browser and mentions action within 24 hours. The safer path is to open the official app or manually type the official website address.",Customer Service,service.example-shop.com,false,false,low,order shipped;official app;no extra fee;訂單;不要求付款,legitimate_delivery_notice,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://consumer.ftc.gov/consumer-alerts/2023/12/fake-shipping-notification-emails-and-text-messages-what-you-need-know-holiday-season,government
T0139,最後通知：信箱容量與登入權限即將受限 - 請立即確認 05,"Your mailbox has exceeded the allowed storage limit. Messages may stop arriving unless you confirm your account ownership today. This demo email intentionally removes all active links. Scenario variation 5: this case is framed for 個人信箱 and mentions action 於今日內. It references a new device, a different city, or mailbox storage pressure to create uncertainty.",Account Security Center,secure-mail.example.invalid,true,false,high,account locked;verify;unusual sign-in;suspension;立即驗證;帳號停用,account_lock,phishing,利用帳號停用、異常登入或安全驗證製造壓力，誘導使用者交出帳密或驗證碼。,https://www.itc.ntnu.edu.tw/wp-content/uploads/2021/07/UP03_antiphishing.pdf,taiwan_education
T0140,校園 IT 服務維護通知 - 官方管道確認 06,校園系統將於週五晚間進行維護，期間服務可能短暫中斷。本通知不要求點擊連結或輸入帳密。 Scenario variation 6: this case is framed for 校園信箱 and mentions action 於本週內. The safer path is to open the official app or manually type the official website address.,校園 IT 服務,it.example.edu.tw,false,false,low,maintenance;no action required;no login request;維護;不要求登入,legitimate_it_maintenance,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://www.itc.ntnu.edu.tw/wp-content/uploads/2021/07/UP03_antiphishing.pdf,taiwan_education
T0141,Scheduled maintenance notice - 資訊通知 16,Email services will undergo scheduled maintenance on Friday from 22:00 to 23:00. No user action is required. Scenario variation 16: this case is framed for business mailbox and mentions action this week. 若使用者仍不確定，應透過既有官方管道查證，而不是使用信件中的捷徑。,IT Service Desk,it.example.edu,false,false,low,maintenance;no action required;no login request;維護;不要求登入,legitimate_it_maintenance,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://cc.nkust.edu.tw/p/404-1025-99907.php,taiwan_education
T0142,Scheduled maintenance notice - Reference only 07,Email services will undergo scheduled maintenance on Friday from 22:00 to 23:00. No user action is required. Scenario variation 7: this case is framed for email and mentions action within 2 hours. 此通知沒有要求輸入帳密、付款、下載附件或掃描 QR Code。,IT Service Desk,it.example.edu,false,false,low,maintenance;no action required;no login request;維護;不要求登入,legitimate_it_maintenance,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://cc.nkust.edu.tw/p/404-1025-99907.php,taiwan_education
T0143,帳號安全警示：請立即完成驗證 - Security update required 04,"We detected a sign-in attempt from a new device. To prevent account suspension, review the activity within 24 hours using the secure verification page. This is a sanitized training sample; the original link has been removed. Scenario variation 4: this case is framed for business mailbox and mentions action this week. The message claims access will be limited unless the recipient confirms identity through a removed verification button.",帳戶安全中心,account-check.example.invalid,true,false,medium,account locked;verify;unusual sign-in;suspension;立即驗證;帳號停用,account_lock,phishing,利用帳號停用、異常登入或安全驗證製造壓力，誘導使用者交出帳密或驗證碼。,https://cc.nkust.edu.tw/p/404-1025-99907.php,taiwan_education
T0144,Package on hold pending address confirmation - Verification window open 10,"A delivery attempt could not be completed because the shipping address requires confirmation. Please update the delivery preference before the package is returned. Safe sample: link removed. Scenario variation 10: this case is framed for business mailbox and mentions action this week. The lure mentions redelivery, address correction, a customs-like handling fee, or a package being returned.",Delivery Notification Center,delivery-update.example.invalid,true,false,medium,missed delivery;redelivery;small fee;shipping address;包裹;補繳運費,fake_delivery,phishing,假冒物流或配送通知，要求更新地址、重新配送或支付小額費用。,https://consumer.ftc.gov/consumer-alerts/2023/12/fake-shipping-notification-emails-and-text-messages-what-you-need-know-holiday-season,government
T0145,Scheduled maintenance notice - 資訊通知 04,Email services will undergo scheduled maintenance on Friday from 22:00 to 23:00. No user action is required. Scenario variation 4: this case is framed for business mailbox and mentions action this week. 若使用者仍不確定，應透過既有官方管道查證，而不是使用信件中的捷徑。,IT Service Desk,it.example.edu,false,false,low,maintenance;no action required;no login request;維護;不要求登入,legitimate_it_maintenance,normal,此案例用於正常信件對照：不要求輸入密碼、付款或下載附件，並建議使用者自行開啟官方管道確認。,https://cc.nkust.edu.tw/p/404-1025-99907.php,taiwan_education
T0146,Confirm card details to receive refund - Verification window open 03,您的退款申請已受理，請更新付款資料以完成退款流程。此為去品牌化、去連結的教學案例。 Scenario variation 3: this case is framed for school mailbox and mentions action before the end of the day. 信件以退款、續約失敗或付款資料更新引導使用者輸入金融資料。,退款服務中心,refund-check.example.invalid,true,false,high,refund;payment method;card details;subscription;退款;付款資料,refund_or_payment,phishing,假冒退款、訂閱或付款失敗通知，誘導更新信用卡或付款資料。,https://usa.kaspersky.com/resource-center/preemptive-safety/phishing-email,security_vendor
